,item_id,app_name,genre_id,year,price,playtime_acc,recommend,polarity,sentiment
40,15700,Oddworld: Abe's Oddysee®,6,1997,2.99,264055.0,1,0.0,2
41,7770,X-COM: Enforcer,3,2001,4.99,7370.0,1,-0.0822393822393822,0
42,7660,X-COM: Apocalypse,3,1997,4.99,69638.0,1,0.1141571969696969,2
43,7760,X-COM: UFO Defense,3,1993,4.99,182863.0,1,-0.1999999999999999,0
44,20510,S.T.A.L.K.E.R.: Clear Sky,0,2008,9.99,504909.0,1,0.0,2
45,17330,Crysis Warhead®,0,2008,19.99,182503.0,1,0.0,1
46,17300,Crysis,0,2007,19.99,925661.0,1,-0.6000000000000001,2
47,7730,X-COM: Interceptor,3,1998,4.99,8792.0,1,0.205,2
48,20900,The Witcher: Enhanced Edition Director's Cut,0,2008,9.99,2473796.0,1,0.0,2
49,16810,Sid Meier's Civilization IV: Colonization,3,2008,19.99,121534.0,1,-0.002405548996458,0
50,19830,Tom Clancy's Rainbow Six® 3 Gold,0,2003,9.99,51799.0,1,0.1,2
51,21000,LEGO Batman,0,2008,19.99,168546.0,1,-1.0,2
52,15390,Brothers in Arms: Hell's Highway™,0,2008,9.99,73310.0,1,0.1333333333333333,2
53,3050,Xpand Rally Xtreme,2,2006,4.99,1341.0,1,0.0538690476190476,2
54,22000,World of Goo,1,2008,9.99,255074.0,1,-0.0333333333333333,2
55,2820,X3: Terran Conflict,0,2008,15.99,677256.0,0,-0.2249999999999999,0
56,12200,Bully: Scholarship Edition,0,2008,14.99,1391394.0,1,0.0,2
57,19900,Far Cry® 2: Fortune's Edition,0,2008,9.99,1171876.0,1,0.0,2
58,11240,Space Trader: Merchant Marine,0,2008,4.99,16388.0,0,-0.3857142857142857,0
59,9480,Saints Row 2,0,2009,9.99,3230553.0,1,0.0,2
60,17470,Dead Space,0,2008,19.99,928770.0,1,0.0,0
61,17410,Mirror's Edge™,0,2009,19.99,2853510.0,1,0.0,2
62,18500,Defense Grid: The Awakening,1,2008,9.99,1234477.0,1,-0.5125,2
63,16450,F.E.A.R. 2: Project Origin,0,2009,14.99,521546.0,1,-0.1,0
64,11340,Larva Mortus,0,2009,4.99,9474.0,1,0.3766666666666666,2
65,25830,Knights of Honor,3,2005,9.99,53872.0,1,0.0,1
66,22180,Penumbra Overture,0,2007,9.99,93070.0,1,-0.1537878787878788,0
67,13210,Unreal Tournament 3 Black,0,2007,19.99,656172.0,1,0.0,2
68,27020,The Graveyard,1,2008,4.99,1748.0,1,0.0,1
69,24740,Burnout Paradise: The Ultimate Box,2,2009,19.99,2113222.0,1,0.0,2
70,11330,Obulis,4,2009,4.99,13461.0,1,0.1306547619047619,2
71,1930,Two Worlds Epic Edition,7,2009,9.99,161255.0,1,-0.075,0
72,7510,X-Blades,0,2009,9.99,88039.0,1,0.0,2
73,22200,Zeno Clash,0,2009,9.99,130295.0,1,0.0,2
74,25900,King's Bounty: The Legend,7,2008,6.99,246553.0,1,0.0714285714285714,2
75,7840,Death Track®: Resurrection,2,2009,2.99,2761.0,1,0.0,1
76,8880,Freedom Force,7,2002,4.99,33893.0,1,-0.0243333333333333,0
77,10150,Prototype™,0,2009,19.99,745038.0,1,0.0,2
78,12470,Port Royale 2,3,2004,4.99,37020.0,0,-0.2285714285714286,0
79,22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,7,2007,14.99,5131892.0,1,0.0,2
80,22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,7,2002,14.99,1592749.0,1,-0.4,2
81,31860,Nancy Drew®: Legend of the Crystal Skull,6,2007,6.99,1735.0,1,-0.4,0
82,31930,Nancy Drew®: The White Wolf of Icicle Creek,6,2007,6.99,2211.0,1,0.5,2
83,21660,Street Fighter® IV,0,2009,19.99,361732.0,1,0.0458333333333333,2
84,6060,"Star Wars: Battlefront 2 (Classic, 2005)",0,2005,9.99,5245912.0,1,0.0,2
85,32360,The Secret of Monkey Island: Special Edition,6,2009,9.99,127978.0,1,-0.18,2
86,10140,3D Ultra™ Minigolf Adventures,8,2006,9.99,9183.0,1,-0.2111111111111111,0
87,10130,TimeShift™,0,2007,19.99,38111.0,1,0.105,2
88,33520,Tropico Reloaded,5,2009,6.99,19973.0,0,-0.5,0
89,36000,Foreign Legion: Buckets of Blood,0,2009,4.99,25451.0,1,0.5,2
90,32370,STAR WARS™ - Knights of the Old Republic™,6,2003,9.99,2866191.0,1,-0.4,2
91,29180,Osmos,1,2009,9.99,76753.0,1,-0.1,0
92,38410,Fallout 2: A Post Nuclear Role Playing Game,7,1998,9.99,378188.0,1,0.0,2
93,38420,Fallout Tactics: Brotherhood of Steel,3,2001,9.99,85418.0,1,-0.5208333333333334,0
94,37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",6,2009,4.99,12494.0,1,0.0,1
95,13570,Tom Clancy's Splinter Cell Chaos Theory®,0,2005,9.99,133299.0,1,0.0,2
96,37600,Windosill,6,2009,2.99,9568.0,1,0.3075,2
97,32770,Joint Operations: Combined Arms Gold,0,2009,19.99,1196.0,1,0.0636363636363636,2
98,40700,Machinarium,6,2009,9.99,148397.0,1,0.056578947368421,2
99,24840,Medal of Honor: Airborne,0,2007,9.99,163702.0,1,0.0,2
100,24870,Need for Speed: Shift,2,2009,19.99,198423.0,1,0.1197344322344322,2
101,41500,Torchlight,7,2009,14.99,1750467.0,1,-0.2666666666666666,0
102,24800,Command & Conquer: Red Alert 3 - Uprising,3,2009,19.99,809445.0,1,0.0,1
103,40330,Secret Files: Tunguska,6,2009,9.99,9795.0,1,-0.4,0
104,41100,Hammerfight,0,2009,4.99,46790.0,1,0.0,1
105,41000,Serious Sam HD: The First Encounter,0,2009,14.99,419246.0,1,-0.3333333333333333,2
106,17450,Dragon Age: Origins,7,2009,19.99,2543823.0,1,0.053125,2
107,10180,Call of Duty®: Modern Warfare® 2,0,2009,19.99,5484170.0,1,0.0,2
108,32440,LEGO® Star Wars™ - The Complete Saga,6,2009,19.99,607700.0,1,-0.075,2
109,11450,Overlord™,7,2007,4.99,395468.0,1,0.0,1
110,24790,Command & Conquer 3: Tiberium Wars,3,2007,14.99,554589.0,1,-0.15,2
111,24810,Command & Conquer 3: Kane's Wrath,3,2009,19.99,351763.0,1,-0.0375,2
112,41800,Gratuitous Space Battles,1,2009,14.99,303770.0,1,-0.1833333333333333,2
113,45300,Wings of Prey,5,2009,9.99,246140.0,1,0.1677083333333333,2
114,32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,0,2009,19.99,700696.0,1,0.0,0
115,22370,Fallout 3: Game of the Year Edition,7,2009,19.99,5703979.0,1,0.0,2
116,38210,Roogoo,4,2009,1.99,828.0,1,0.0,2
117,45700,Devil May Cry 4,0,2008,19.99,292320.0,1,0.0,2
118,41050,Serious Sam Classic: The First Encounter,0,2001,9.99,58353.0,1,0.0674479166666666,2
119,48700,Mount & Blade: Warband,0,2010,19.99,38905649.0,1,0.0,2
120,42120,Lead and Gold: Gangs of the Wild West,0,2010,9.99,129842.0,0,-0.3071428571428571,0
121,12220,Grand Theft Auto: Episodes from Liberty City,0,2010,19.99,4094053.0,1,0.0,2
122,45730,Dark Void™ Zero,0,2010,4.99,1581.0,0,0.0,1
123,45400,Fortix,1,2010,0.99,49760.0,1,-0.25,0
124,49600,Beat Hazard,0,2010,9.99,490778.0,1,0.0,2
125,43500,M.U.D. TV,5,2010,9.99,6670.0,0,0.0,1
126,40930,The Misadventures of P.B. Winterbottom,6,2010,4.99,22725.0,1,0.0055555555555555,2
127,49800,Flight of the Icarus,0,2010,4.99,17816.0,0,-0.1333333333333333,0
128,34010,Alpha Protocol™,0,2010,14.99,233088.0,1,-0.2,2
129,22610,Alien Breed: Impact,0,2010,9.99,43436.0,1,0.0,1
130,24780,SimCity™ 4 Deluxe Edition,5,2003,19.99,1351720.0,1,-0.7999999999999999,2
131,33670,Disciples III - Renaissance Steam Special Edition,3,2010,14.99,73459.0,1,0.1245584045584045,2
132,28000,Kane & Lynch 2: Dog Days,0,2010,9.99,93154.0,0,-0.0833333333333333,0
133,39680,The Guild II Renaissance,5,2010,9.99,227691.0,0,-0.26,0
134,63900,Fantasy Wars,3,2010,4.99,12602.0,1,0.36,2
135,50130,Mafia II,0,2011,29.99,2792604.0,1,0.0,2
136,50510,Burn Zombie Burn!,0,2010,9.99,7178.0,1,0.0336458333333333,2
137,48800,Ship Simulator Extremes,5,2010,19.99,136566.0,0,-1.0,0
138,22600,Worms Reloaded,3,2010,19.99,840005.0,1,0.0,2
139,46770,Making History II: The War of the World,1,2010,14.99,62823.0,1,0.0992063492063492,2
140,42960,Victoria II,3,2010,19.99,1793007.0,1,-0.1,2
141,4850,Cossacks: Back to War,3,2002,4.99,46090.0,1,0.35,2
142,57640,Broken Sword: Director's Cut,6,2010,5.99,33562.0,1,0.1739583333333333,2
143,62100,Chime,4,2010,4.99,59884.0,1,0.0,1
144,70300,VVVVVV,0,2010,4.99,205792.0,1,0.0,2
145,57300,Amnesia: The Dark Descent,0,2010,19.99,1418930.0,1,0.0,0
146,70400,Recettear: An Item Shop's Tale,7,2010,19.99,550861.0,1,-0.5,2
147,70100,Hacker Evolution,5,2010,4.99,133826.0,1,0.1499999999999999,2
148,38600,Faerie Solitaire,4,2010,9.99,286665.0,1,0.0,2
149,8930,Sid Meier's Civilization® V,3,2010,29.99,81187409.0,1,0.0,2
150,41060,Serious Sam Classic: The Second Encounter,0,2002,9.99,36362.0,1,0.0,1
151,9940,Blade Kitten,0,2010,2.99,41488.0,1,0.0,1
152,22650,Alien Breed 2: Assault,0,2010,9.99,32010.0,0,-0.4666666666666666,0
153,50620,Darksiders™,0,2010,19.99,1655803.0,1,0.0,2
154,42920,The Kings' Crusade,3,2010,9.99,21507.0,0,-0.3035714285714285,0
155,47790,Medal of Honor™,0,2010,19.99,426124.0,1,0.0,2
156,45750,Lost Planet® 2,0,2010,19.99,125488.0,1,-1.0,0
157,22380,Fallout: New Vegas,0,2010,9.99,34028306.0,1,0.0,2
158,18040,DeathSpank,0,2010,14.99,58301.0,1,-0.175,0
159,6120,Shank,0,2010,9.99,85228.0,1,0.0149122807017543,2
160,35460,The Ball,0,2010,9.99,57522.0,0,-0.0668323863636363,0
161,32500,STAR WARS™: The Force Unleashed™ II,0,2010,19.99,417699.0,1,-1.0,0
162,62000,Flight Control HD,0,2010,4.99,31630.0,1,0.3916666666666666,2
163,63700,BIT.TRIP BEAT,0,2010,9.99,73076.0,1,0.4875,2
164,33980,Pound of Ground,0,2010,9.99,4191.0,0,-0.26,0
165,33950,Fish Fillets 2,4,2007,4.99,3668.0,0,0.0,1
166,42700,Call of Duty®: Black Ops,0,2010,39.99,8616029.0,1,0.0,2
167,15750,Oddworld: Stranger's Wrath HD,0,2010,9.99,104162.0,1,-0.5599999999999998,2
168,31290,Back to the Future: The Game,6,2010,19.99,100048.0,1,-0.2,0
169,12100,Grand Theft Auto III,0,2002,9.99,303027.0,1,-0.1571428571428571,2
170,12120,Grand Theft Auto: San Andreas,0,2005,14.99,3179624.0,1,0.0,2
171,12110,Grand Theft Auto: Vice City,0,2003,9.99,806531.0,1,0.0,1
172,92300,A.R.E.S.: Extinction Agenda,0,2011,4.99,51961.0,1,0.0,1
173,80000,APOX,0,2011,14.99,15572.0,0,0.071938775510204,2
174,47780,Dead Space™ 2,0,2011,19.99,631465.0,1,0.0,1
175,63200,Monday Night Combat,0,2011,4.99,492473.0,1,-0.25,0
176,47890,The Sims™ 3,5,2009,19.99,6315551.0,1,0.0,2
177,42000,Trino,4,2011,4.99,1696.0,0,-1.0,0
178,7520,Two Worlds II HD,7,2011,19.99,523620.0,1,-0.1649999999999999,2
179,63710,BIT.TRIP RUNNER,0,2011,9.99,322789.0,1,0.0,2
180,55100,Homefront,0,2011,19.99,655016.0,1,0.5,2
181,94000,Dinner Date,1,2011,3.99,2079.0,1,0.25,2
182,92700,Shadow Harvest: Phantom Ops,0,2011,9.99,1561.0,0,-0.1277777777777777,0
183,91200,Anomaly: Warzone Earth,0,2011,9.99,172137.0,0,-0.5833333333333334,0
184,73170,Darkest Hour: A Hearts of Iron Game,3,2011,9.99,261187.0,1,-0.1333333333333333,2
185,70000,Dino D-Day,0,2011,9.99,1147978.0,1,0.0,2
186,620,Portal 2,0,2011,19.99,26161190.0,1,0.0,2
187,91600,Sanctum,0,2011,9.99,1402416.0,1,0.0,2
188,73020,Majesty 2 Collection,3,2011,19.99,145415.0,1,0.0124999999999999,2
189,98200,Frozen Synapse,1,2011,24.99,396450.0,1,-0.3,2
190,22450,Hunted: The Demon’s Forge™,0,2011,4.99,34576.0,1,0.1666666666666666,2
191,42140,Hamilton's Great Adventure,6,2011,9.99,25745.0,1,0.422,2
192,39160,Dungeon Siege III,0,2011,14.99,289313.0,1,0.2249999999999999,2
193,57900,Duke Nukem Forever,0,2011,19.99,656168.0,1,0.0,2
194,49470,Magic: The Gathering - Duels of the Planeswalkers 2012,3,2011,19.99,934023.0,1,0.4600000000000001,2
195,97000,Solar 2,1,2011,9.99,298246.0,1,0.0983333333333333,2
196,21100,F.E.A.R. 3,0,2011,19.99,722895.0,1,-0.4,2
197,99100,Dungeons and Dragons: Daggerdale,0,2011,14.99,15837.0,0,-0.6,0
198,94590,Puzzle Agent 2,6,2011,9.99,27119.0,1,0.0,1
199,105700,Tobe's Vertical Adventure,0,2011,0.99,3166.0,1,-0.2,0
200,61100,Lucid,1,2011,4.99,19665.0,1,-0.5,0
201,65790,ARMA: Cold War Assault,0,2011,4.99,215775.0,0,0.0,2
202,57690,Tropico 4,5,2011,14.99,2826845.0,1,0.0,2
203,38740,EDGE,0,2011,6.99,79438.0,1,0.3,2
204,107200,Space Pirates and Zombies,0,2011,9.99,1072168.0,1,-0.0925,2
205,55150,"Warhammer 40,000: Space Marine",0,2011,29.99,2097118.0,1,-0.4,2
206,63940,Men of War: Vietnam,3,2011,7.99,64790.0,0,-0.3249999999999999,0
207,98400,Hard Reset Extended Edition,0,2012,14.99,104904.0,1,-0.0438163648681941,2
208,22230,Rock of Ages,0,2011,9.99,228501.0,1,-0.4,0
209,35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,0,2011,19.99,9154262.0,1,0.0,2
210,73210,Sengoku,7,2011,9.99,27716.0,1,0.1083333333333333,2
211,111400,Bunch of Heroes,0,2011,4.99,35221.0,1,0.0,1
212,48220,Might & Magic: Heroes VI,7,2011,19.99,1515986.0,0,-0.3166666666666666,2
213,9420,Supreme Commander: Forged Alliance,3,2011,14.99,2185935.0,1,-0.0723484848484848,2
214,113200,The Binding of Isaac,0,2011,4.99,16209874.0,1,0.0,2
215,200230,Off-Road Drive,2,2011,4.99,28656.0,0,-0.025,0
216,9350,Supreme Commander,3,2007,14.99,365521.0,1,0.0,2
217,45770,Dead Rising 2: Off the Record,0,2011,19.99,320881.0,1,-0.3333333333333333,0
218,115100,Costume Quest,6,2011,9.99,220482.0,1,-0.0384718172983479,2
219,201480,Serious Sam: The Random Encounter,0,2011,4.99,14251.0,0,-0.02,0
220,200910,Before the Echo,1,2011,4.99,76768.0,1,0.125,2
221,71340,Sonic Generations Collection,0,2011,19.99,728466.0,1,0.0,2
222,110800,L.A. Noire,6,2011,19.99,2094070.0,1,-0.3500000000000001,2
223,61310,Fractal: Make Blooms Not War,1,2011,6.99,10977.0,1,0.1611111111111111,2
224,46350,Real Warfare 1242,3,2010,3.99,908.0,0,-0.1854166666666666,0
225,202200,Galactic Civilizations® II: Ultimate Edition,3,2011,19.99,299749.0,1,-0.2266666666666666,2
226,201510,Flatout 3: Chaos & Destruction,2,2011,9.99,12913.0,0,-0.5340909090909091,0
227,23530,Earth Defense Force: Insect Armageddon,0,2011,9.99,75790.0,1,0.0285714285714285,2
228,201310,X3: Albion Prelude,0,2011,9.99,576044.0,1,0.0807999889770722,2
229,35720,Trine 2: Complete Story,0,2013,19.99,1402353.0,1,0.0,2
230,204030,Fable - The Lost Chapters,0,2011,9.99,925260.0,1,0.2,2
231,204340,Serious Sam 2,0,2005,9.99,188183.0,1,0.0,1
232,57740,Jagged Alliance - Back in Action,7,2012,19.99,325132.0,0,-0.0208333333333333,0
233,105800,PixelJunk™ Eden,0,2012,9.99,38674.0,1,0.0,1
234,203210,Titan Attacks!,0,2012,9.99,49782.0,1,-0.45,0
235,203770,Crusader Kings II,7,2012,39.99,9734484.0,1,0.0,2
236,108710,Alan Wake,0,2012,9.99,993136.0,1,0.0,2
237,10220,Postal III,0,2011,11.99,75183.0,0,-0.78,0
238,207490,Rayman® Origins,0,2012,19.99,148819.0,1,0.0666666666666666,2
239,108500,Vessel,0,2012,19.99,70702.0,1,-0.075,0
240,206690,iBomber Defense Pacific,4,2012,4.99,41579.0,1,0.55,2
241,115110,Stacking,6,2012,9.99,168174.0,1,0.23125,2
242,207420,Wizorb,0,2012,2.99,44480.0,1,-0.1794871794871795,0
243,207790,Jane's Advanced Strike Fighters,5,2012,9.99,5224.0,1,0.375,2
244,207250,Cubemen,1,2012,3.99,86333.0,1,-0.1556818181818181,2
245,204180,Waveform,6,2012,1.99,69472.0,1,-0.2916666666666667,2
246,102850,Warp,0,2012,9.99,22649.0,1,-0.0744731800766283,0
247,206610,3SwitcheD,4,2012,9.99,65378.0,0,0.0954545454545454,2
248,202310,Ridge Racer™ Unbounded,2,2012,9.99,51554.0,1,0.0440833333333333,2
249,207430,"Hack, Slash, Loot",4,2012,6.99,63414.0,0,0.1117423874311629,2
250,40390,Risen 2: Dark Waters,7,2012,9.99,281059.0,1,-0.04375,2
251,203750,Binary Domain,0,2012,14.99,124887.0,1,-0.4,2
252,209370,Analogue: A Hate Story,1,2012,9.99,68070.0,1,0.0875,2
253,98300,Toy Soldiers,0,2012,9.99,160345.0,1,0.08,2
254,209100,Resident Evil: Operation Raccoon City,0,2012,29.99,88061.0,0,-0.198611111111111,0
255,108200,Ticket to Ride,4,2012,9.99,136194.0,1,0.1526785714285714,2
256,207350,Ys Origin,0,2012,19.99,149880.0,1,-0.0113165266106442,2
257,204100,Max Payne 3,0,2012,19.99,2057192.0,1,0.0,2
258,209790,Splice,1,2012,9.99,20205.0,1,0.0,1
259,207080,Indie Game: The Movie,1,2012,9.99,140671.0,1,-0.26,2
260,42170,Krater,0,2012,14.99,84479.0,1,0.0,1
261,213330,LEGO® Batman 2 DC Super Heroes™,0,2012,19.99,416442.0,1,0.0,2
262,203830,The Dark Eye: Chains of Satinav,6,2012,19.99,30059.0,1,0.0666666666666666,2
263,212630,Tom Clancy's Ghost Recon: Future Soldier™,0,2012,19.99,576921.0,0,-0.3562094155844155,0
264,200010,Quantum Conundrum,4,2012,8.99,295890.0,1,0.0,2
265,205550,Foreign Legion: Multi Massacre,0,2012,6.99,29099.0,0,0.0333333333333333,2
266,207650,A Virus Named TOM,0,2012,9.99,119612.0,1,-0.05,0
267,207400,eXceed 3rd - Jade Penetrate Black Package,0,2012,5.99,31162.0,1,0.3910714285714285,2
268,209270,Hero Academy,1,2012,4.99,749169.0,0,-0.4,2
269,212010,Galaxy on Fire 2™ Full HD,0,2012,7.99,90375.0,0,-0.3261363636363635,0
270,730,Counter-Strike: Global Offensive,0,2012,14.99,775816259.0,1,0.0,2
271,208580,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,7,2005,9.99,2410974.0,1,-0.4,2
272,72000,Closure,1,2012,9.99,42648.0,1,0.3216666666666666,2
273,200260,Batman: Arkham City - Game of the Year Edition,0,2012,19.99,5220274.0,1,0.0,2
274,206440,To the Moon,6,2011,9.99,244537.0,1,0.0,2
275,214970,Intrusion 2,0,2012,9.99,80947.0,0,0.0,1
276,61730,Critter Crunch,0,2012,6.99,8665.0,1,0.05,2
277,205950,Jet Set Radio,0,2012,7.99,142992.0,1,0.0,1
278,205650,The Testament of Sherlock Holmes,6,2012,19.99,72290.0,1,0.1499999999999999,2
279,65740,Carrier Command: Gaea Mission,0,2012,32.99,108587.0,0,-0.275,0
280,209670,Cortex Command,0,2012,19.99,319577.0,1,-0.3727272727272727,2
281,205060,BIT.TRIP CORE,0,2012,9.99,12490.0,1,-0.2916666666666667,0
282,215510,Rocketbirds: Hardboiled Chicken,6,2012,4.99,57565.0,0,-0.4033333333333333,0
283,208200,Doom 3: BFG Edition,0,2012,19.99,497279.0,1,0.0645833333333333,2
284,205190,Rocksmith™,4,2012,29.99,206738.0,1,0.0,1
285,219910,Edna & Harvey: Harvey's New Eyes,6,2012,19.99,40766.0,1,-0.0291666666666666,0
286,218090,Unity of Command: Stalingrad Campaign,1,2012,19.99,66031.0,1,-0.0666666666666666,0
287,215470,Primal Carnage,0,2012,7.99,898836.0,1,0.3,2
288,219150,Hotline Miami,0,2012,9.99,2658682.0,1,0.0,2
289,209080,Guns of Icarus Online,0,2012,4.99,3396202.0,1,0.0,2
290,223470,POSTAL 2,0,2003,9.99,2099876.0,1,0.0,2
291,220740,Chaos on Deponia,6,2012,19.99,82477.0,1,-0.1,0
292,222140,Puddle,0,2012,7.99,44206.0,1,0.0236111111111111,2
293,202970,Call of Duty®: Black Ops II,0,2012,59.99,2776571.0,1,0.0,2
294,223510,Miasmata,0,2012,14.99,43129.0,1,-0.0728571428571428,0
295,224900,Iron Sky: Invasion,0,2012,19.99,7723.0,1,0.3327272727272727,2
296,225640,Sacred 2 Gold,7,2012,14.99,185586.0,0,-0.588125,0
297,211280,Primal Fears,0,2013,9.99,9142.0,0,0.0100461133069828,2
298,215710,Fieldrunners 2,0,2013,9.99,65184.0,1,0.3354166666666667,2
299,209540,Strike Suit Zero,0,2013,19.99,156422.0,1,0.0,2
300,221810,The Cave,6,2013,14.99,104440.0,1,-0.2625,0
301,228400,Ace Combat Assault Horizon - Enhanced Edition,0,2013,19.99,142530.0,1,0.0,2
302,220440,DmC: Devil May Cry,0,2013,29.99,811055.0,1,0.0,2
303,231140,Cities XL Platinum,5,2013,9.99,274283.0,1,-0.1555555555555555,0
304,224820,Super House of Dead Ninjas,0,2013,6.99,101094.0,1,-0.3333333333333333,2
305,226740,Monster Loves You!,6,2013,9.99,43234.0,1,0.0666666666666666,2
306,222660,Retro/Grade,0,2013,9.99,30939.0,1,0.5,2
307,220160,Trials Evolution: Gold Edition,0,2013,19.99,1002373.0,1,0.0,0
308,232770,POSTAL,0,1997,1.99,52848.0,1,0.0,1
309,221040,Resident Evil 6 / Biohazard 6,0,2013,29.99,1538603.0,1,0.0,1
310,233470,Evoland,6,2013,9.99,194319.0,1,0.0,2
311,233550,Another World – 20th Anniversary Edition,0,2013,9.99,8147.0,1,0.19375,2
312,228440,Cubemen 2,1,2013,7.99,61668.0,1,0.7,2
313,227080,Papo & Yo,6,2013,14.99,36817.0,1,0.3,2
314,233720,Surgeon Simulator,0,2013,9.99,2079434.0,1,0.0,2
315,227480,God Mode,0,2013,9.99,272957.0,1,0.2,2
316,232050,Eador. Masters of the Broken World,1,2013,19.99,194330.0,0,-0.0739583333333333,0
317,232750,Mars: War Logs,0,2013,14.99,116299.0,1,-0.5549999999999999,0
318,234710,Poker Night 2,4,2013,4.99,1799221.0,1,0.0,2
319,220660,StarDrive,1,2013,29.99,285748.0,1,4.9193231011273644e-06,2
320,210770,Sanctum 2,0,2013,14.99,2439262.0,1,0.0,2
321,222730,Reus,1,2013,9.99,541841.0,1,-0.5,2
322,235070,Bad Bots,0,2013,4.99,7715.0,0,0.0,1
323,222480,Resident Evil Revelations / Biohazard Revelations,0,2013,29.99,318370.0,0,-0.4666666666666666,2
324,228300,Remember Me,0,2013,29.99,307079.0,1,-0.0575,2
325,236790,Agricultural Simulator 2013 - Steam Edition,4,2013,9.99,30132.0,0,-1.0,0
326,235360,Prime World: Defenders,4,2013,9.99,162341.0,1,0.0,1
327,231740,Knights of Pen and Paper +1 Edition,1,2013,9.99,371463.0,1,-0.15,0
328,231430,Company of Heroes 2,3,2013,19.99,11423321.0,1,0.0,2
329,237110,Mortal Kombat Komplete Edition,0,2013,19.99,1539828.0,1,0.0,1
330,239800,Bleed,0,2013,4.99,76582.0,1,-0.1875,2
331,225360,DARK,0,2013,9.99,40267.0,0,0.1356249999999999,2
332,243360,TrackMania² Valley,2,2013,19.99,74088.0,1,0.5,2
333,225160,Shadow Warrior Classic Redux,0,1997,9.99,136372.0,1,0.25,2
334,39140,FINAL FANTASY VII,7,2013,11.99,1499308.0,1,0.0,2
